timestamp,domain,track_id,callsign_name,region,anomaly_score,risk_level,scatter_x,scatter_y
10:13:11,AIR,FLIGHT-80185f,IGO6542 ,Strait of Hormuz,23,Low,0.2260,0.3282
10:13:10,AIR,FLIGHT-7020ae,AWA473  ,Strait of Hormuz,23,Low,-0.3312,-0.3478
10:13:10,AIR,FLIGHT-801615,AXB1482 ,Strait of Hormuz,23,Low,-0.2233,-0.2790
10:13:10,AIR,FLIGHT-8003f0,AXB522  ,Strait of Hormuz,23,Low,0.1280,0.0710
10:13:10,AIR,FLIGHT-06a3b1,A7GQD   ,Strait of Hormuz,35,Medium,-0.0767,-0.0269
10:13:09,AIR,FLIGHT-80172e,IGO936J ,Strait of Hormuz,19,Low,-0.7243,0.7058
10:13:09,AIR,FLIGHT-800cb9,AIC9LH  ,Strait of Hormuz,23,Low,-0.4914,0.2277
10:13:09,AIR,FLIGHT-896569,FDB9CZ  ,Strait of Hormuz,23,Low,-0.8678,-0.3472
10:13:09,AIR,FLIGHT-801687,VTXIC   ,Strait of Hormuz,4,Low,0.1001,-0.1705
10:13:08,AIR,FLIGHT-896559,ABY265  ,Strait of Hormuz,23,Low,1.2548,-0.0021
10:13:08,AIR,FLIGHT-896605,FDB1541 ,Strait of Hormuz,32,Medium,0.3409,-0.1814
10:13:08,AIR,FLIGHT-744822,RJA408  ,Strait of Hormuz,29,Low,-0.2714,-0.1524
10:13:08,SEA,613471602,OCEAN WINGS         ,Strait of Hormuz,19,Low,-0.2638,1.0097
10:13:07,AIR,FLIGHT-702034,BBC371  ,Strait of Hormuz,23,Low,-0.6604,0.2280
10:13:07,AIR,FLIGHT-06a2af,QTR30J  ,Strait of Hormuz,8,Low,-1.2958,0.8872
10:13:07,SEA,538009509,ORCHID KEFALONIA    ,Strait of Hormuz,29,Low,0.0279,0.7915
10:13:07,AIR,FLIGHT-8005f2,AIC142  ,Strait of Hormuz,37,Medium,0.6958,0.0747
10:13:06,AIR,FLIGHT-8014db,AIC5KE  ,Strait of Hormuz,8,Low,-0.5649,0.2641
10:13:06,AIR,FLIGHT-4b18ff,EDW66   ,Strait of Hormuz,23,Low,0.0537,0.0195
10:13:06,AIR,FLIGHT-4bc84a,PGT747  ,Strait of Hormuz,23,Low,0.2509,1.2826
10:13:06,AIR,FLIGHT-06a12f,QTR948  ,Strait of Hormuz,4,Low,0.5086,0.7173
10:13:05,AIR,FLIGHT-8940bf,DHX265  ,Strait of Hormuz,20,Low,0.5985,-0.0695
10:13:05,AIR,FLIGHT-8964d4,FDB23L  ,Strait of Hormuz,23,Low,-1.1307,0.3678
10:13:05,AIR,FLIGHT-89645b,UAE7AM  ,Strait of Hormuz,23,Low,-0.4088,0.2919
10:13:05,AIR,FLIGHT-801685,AXB2065 ,Strait of Hormuz,8,Low,0.8748,-0.0305
10:13:04,AIR,FLIGHT-80155c,IGO233  ,Strait of Hormuz,19,Low,-0.1061,0.4577
10:13:04,AIR,FLIGHT-801744,IGO2661 ,Strait of Hormuz,23,Low,-0.9846,-0.0976
10:13:04,AIR,FLIGHT-06a0b5,QTR860  ,Strait of Hormuz,23,Low,0.1173,1.2245
10:13:04,AIR,FLIGHT-770454,ALK404  ,Strait of Hormuz,23,Low,0.9957,0.9048
10:13:03,AIR,FLIGHT-06a1b9,QTR1038 ,Strait of Hormuz,23,Low,0.7976,-0.1653
10:13:03,SEA,667002294,VELLAMO             ,Strait of Hormuz,19,Low,0.6559,0.2311
10:13:03,AIR,FLIGHT-7105b0,SVA834  ,Strait of Hormuz,23,Low,0.5968,-0.1705
10:13:03,AIR,FLIGHT-7020bc,AWA412  ,Strait of Hormuz,19,Low,-0.0307,0.2657
10:13:02,SEA,273122220,SPHERE              ,Strait of Hormuz,41,Medium,-1.3104,-0.5975
10:13:02,AIR,FLIGHT-896668,ABY363  ,Strait of Hormuz,23,Low,0.7004,1.0687
10:13:02,AIR,FLIGHT-06a139,QTR831  ,Strait of Hormuz,23,Low,1.0593,1.0552
10:13:02,AIR,FLIGHT-80156f,VTHLV   ,Strait of Hormuz,23,Low,0.1618,-0.7652
10:13:01,AIR,FLIGHT-711506,FAD662  ,Strait of Hormuz,23,Low,-0.2846,-2.0398
10:13:01,AIR,FLIGHT-8966a3,ABY101  ,Strait of Hormuz,37,Medium,-0.0200,0.9778
10:13:01,AIR,FLIGHT-80180b,IGO346K ,Strait of Hormuz,23,Low,-0.1020,0.3086
10:13:01,AIR,FLIGHT-8966b2,VYU170  ,Strait of Hormuz,4,Low,-0.0078,-0.8367
10:13:00,AIR,FLIGHT-800d36,IGO26WF ,Strait of Hormuz,27,Low,-0.1735,-0.2725
10:13:00,AIR,FLIGHT-4baa52,THY4AE  ,Strait of Hormuz,7,Low,-0.3903,0.3657
10:13:00,AIR,FLIGHT-8005f2,AIC142  ,Strait of Hormuz,37,Medium,1.7738,0.4273
10:13:00,AIR,FLIGHT-801536,IGO416E ,Strait of Hormuz,23,Low,-1.4516,-0.1732
10:12:59,AIR,FLIGHT-8966d1,A6KIG   ,Strait of Hormuz,22,Low,0.0030,-0.4904
10:12:59,AIR,FLIGHT-06a13a,QTR932  ,Strait of Hormuz,23,Low,-0.5052,1.2337
10:12:59,AIR,FLIGHT-706073,KAC352  ,Strait of Hormuz,23,Low,-0.7642,0.8860
10:12:59,AIR,FLIGHT-89405c,GFA061  ,Strait of Hormuz,32,Medium,1.6762,-0.0741
10:12:58,AIR,FLIGHT-801442,IGO2034 ,Strait of Hormuz,23,Low,0.7390,1.1951
10:12:58,AIR,FLIGHT-4bc84a,PGT747  ,Strait of Hormuz,23,Low,0.7348,-0.9859
10:12:58,AIR,FLIGHT-8014d0,AIC6KF  ,Strait of Hormuz,23,Low,-0.1142,-0.5229
10:12:58,AIR,FLIGHT-801439,AIC3XP  ,Strait of Hormuz,8,Low,-0.8510,0.6909
10:12:57,AIR,FLIGHT-8965f9,ADY134  ,Strait of Hormuz,32,Medium,0.6371,0.3887
10:12:57,AIR,FLIGHT-8960f1,UAE232  ,Strait of Hormuz,20,Low,0.4709,0.5337
10:12:57,AIR,FLIGHT-06a1ec,QTR47V  ,Strait of Hormuz,23,Low,0.5587,0.2988
10:12:56,AIR,FLIGHT-801823,IGO147W ,Strait of Hormuz,19,Low,-0.3319,0.0291
10:12:56,AIR,FLIGHT-70612e,JZR532  ,Strait of Hormuz,23,Low,-1.1793,0.2947
10:12:56,AIR,FLIGHT-8966b2,VYU170  ,Strait of Hormuz,4,Low,0.2291,-0.3025
10:12:56,SEA,229273000,Unknown Vessel,Strait of Hormuz,43,Medium,-0.5314,0.7931
10:12:55,AIR,FLIGHT-8015d3,IGO5109 ,Strait of Hormuz,23,Low,-0.1571,-0.7478
10:12:55,AIR,FLIGHT-4bc892,PGT45TL ,Strait of Hormuz,6,Low,0.5971,0.1176
10:12:55,SEA,636091784,AS NURIA            ,Strait of Hormuz,19,Low,0.0166,-0.1350
10:12:55,AIR,FLIGHT-801523,IGO86DH ,Strait of Hormuz,29,Low,-0.8887,0.3040
10:12:54,SEA,356145000,SEA HELLINIS        ,Strait of Hormuz,36,Medium,0.1875,-0.4915
10:12:54,AIR,FLIGHT-040143,ETH628  ,Strait of Hormuz,23,Low,0.9844,-0.1632
10:12:54,AIR,FLIGHT-801907,IGO2365 ,Strait of Hormuz,23,Low,-0.6114,0.6254
10:12:54,SEA,538009509,ORCHID KEFALONIA    ,Strait of Hormuz,29,Low,0.0688,-0.3226
10:12:53,AIR,FLIGHT-89652d,ABY714  ,Strait of Hormuz,23,Low,-0.1651,0.0777
10:12:53,AIR,FLIGHT-8965b2,FDB1025 ,Strait of Hormuz,23,Low,-0.0342,0.3013
